Original_Index,Text,True_Label,Extracted_Intent,AI_Predicted_Label,AI_Predicted_Text
268,"Person1: This has been a good year.
Person2: Jesse, we're outlaws.
Person1: And we're good at it.
Person2: It got to you, didn't it. All the killing in the war. You need it now.
Person1: You've killed your fair share of men.
Person2: If I could go back to farming --
Person1: That's a lie. You could've bought a dozen farms with the money we've stolen.
Person2: I can't quit and leave you alone. I can't quit until you quit. Ma would've wanted it that way.
Person1: We're doing this for Ma.
Person2: Maybe it started out that way. But now...
Person1: What do you want me to say, Frank? I was killing men when I was fifteen. I like getting shot at. I like riding out of town with a posse at my back. This is a helluva better life than farming.
Person2: A better life than the one you could have had with Zee?",4,"The underlying intent of the speaker, Jesse, is to justify and rationalize his life of crime, downplaying the moral implications and emphasizing the thrill and freedom it provides, while also hinting at a deeper emotional connection to his partner, Frank, and a sense of loyalty to their shared past.",4,Rationalization
269,"Person1: Here
Person2: What is it?  Why, it's a toothbrush! Thanks.  Youyou had it pressed.
Person1: Come on! Hurry up! Breakfast'll be ready in no time.
Person2: Why, you sweet thing, you. Where'd you get it pressed?
Person1: Listen, BratI'm going to count to ten. If you're not out of bed by then I'm going to yank you out myself.",8,"The underlying intent of the speaker (Person1) is to hurry and wake up Person2, likely a child, for breakfast, and is using a mix of playful and stern language to achieve this goal.",6,Playing the Servant Role
270,"Person1: My Lady Cosgrove's relationship with me was a singular one.  Her life was passed in a series of crack-brained sort of alternation between love and hatred for me.  We would quarrel for a fortnight, then we should be friends for a month together sometimes.  One day, I was joking her, and asking her whether she would take the water again, whether she had found another lover, and so forth.  She suddenly burst out into tears, and, after a while, said to me.
Person2: Roderick, you know well enough that I have never loved but you!  Was I ever so wretched that a kind word from you did not make me happy? Ever so angry, but the least offer of good-will on your part did not bring me to your side?  Did I not give a sufficient proof of my affection for you in bestowing one of the finest fortunes of England upon you?  Have I repined or rebuked you for the way you have wasted it? No, I loved you too much and too fondly; I have always loved you. From the first moment I saw you, I saw your bad qualities, and trembled at your violence; but I could not help loving you.  I married you, though I knew I was sealing my own fate in doing so, and in spite of reason and duty.  What sacrifice do you want from me?  I am ready to make any, so you will but love me, or, if not, that at least, you will gently us me.",0,"The underlying intent of Lady Cosgrove's speaker is to express her deep, enduring love and devotion to Roderick, despite his flaws and her own suffering, and to plead with him to reciprocate her feelings or at least treat her with kindness.",5,Playing the Victim Role
271,"Person1: What's it to you?  I declare it.  Here I am, back in the States for less than a month --
Person2: You're under arrest. Incredibly, you still have the right to remain silent --
Person1: What're you gonna do with me gone?  You'll drive your wife and kid nuts! I bet your daughter is just about ripe by now. What's her name, Janie?
Person2: Mention my family once more and you're dead.
Person1: You can't kill me, Jon. I've got something going this Saturday night ... it's gonna be worse than anything God ever dumped on the Pharaohs -- and only I can stop it.
Person2: You can tell me all about it -- from your prison cell.
Person1: Don't count on it.",8,"The underlying intent of the speaker (Person1) appears to be a mix of defiance, taunting, and a veiled threat, as they try to assert their power and control while also hinting at a catastrophic event that they claim to be able to prevent.",9,Brandishing Anger
272,"Person1: I don't know what it is, but there is something happening here, and it's starting to scare the living shit out me, and look, I'm just not going to argue the point anymore--you want to stay here, stay, but I've got to get out of here, and I'm begging you to come with me.
Person2: I can't.
Person1: Then I'm going--
Person2: --no, you're not. You love me too much. You don't want to see them kill me.",11,"The underlying intent of the speaker (Person1) is to persuade Person2 to leave with them, driven by a desperate concern for their safety and a deep emotional attachment, as they are willing to risk staying behind to protect Person2.",5,Playing the Victim Role
273,"Person1: Are you crazy? What are you doing?
Person2: I'm trying to help you.",4,"The underlying intent of Person2 is to convey a sense of concern and assistance, despite Person1's negative reaction, suggesting that Person2 believes their actions are beneficial and aimed at helping Person1.",11,Persuasion or Seduction
274,"Person1: I tell you - this is the only way to travel.
Person2: You better put on the lights. I can't see what I'm doing.
Person1: No - no lights.  We don't want anyone to know we're having a party.
Person2: I may spill something.
Person1: So spill it.  Spills, thrills, laughs, games - this may even turn out to be a surprise party.
Person2: What's the surprise?
Person1: Uh-uh.  Not yet.
Person2: When?
Person1: We better have a drink first.
Person2: Here.  This'll put hair on your chest.
Person1: No fair guessing.",0,"The underlying intent of the speaker (Person1) is to plan a surprise party, and they are trying to keep it a secret from Person2 while also enjoying the excitement and anticipation of the surprise.",6,Playing the Servant Role
275,"Person1: I was just curious--you don't do it well, so I wondered. Have you been threatened, if you told the truth, is that it?
Person2: ...No... never in so many words...
Person1: It's obvious you want to talk to someone--well, I'm someone.",11,"The underlying intent of Person1 is to show empathy and offer a safe space for Person2 to open up and share their truth, suggesting a desire to help or support them.",11,Persuasion or Seduction
276,"Person1: I want to see something!
Person2: Whatever you want.
Person1: The clothes--take 'em off-- I want to see every square inch--
Person2: --no, what's wrong with you?",0,"The underlying intent of Person1 appears to be voyeuristic or exhibitionistic, as they are requesting to see Person2's body in a highly intimate and explicit manner.",7,Shaming or Belittlement
277,"Person1: I don't... he doesn't want you to come over.
Person2: What do you mean he doesn't want me to come over? Did you tell him about me?
Person1: No, I didn't.
Person2: Why not?
Person1: Because I never got around to it.
Person2: Well, why?
Person1: Because. Cynthia, look, John was right. Graham is strange. Very strange. You don't want to get involved with him.
Person2: What the hell happened over there? Did he make a pass at you?
Person1: No!
Person2: Then what's the story, what's this ""strange"" bullshit all of a sudden? Is he drowning puppies, or what?
Person1: No, it's nothing like that.
Person2: Well, what? Is he dangerous?
Person1: No, he's not dangerous. Not physically.
Person2: Well, what, then?
Person1: I don't want to talk about it.
Person2: Then why'd you call me?
Person1: I don't know.",0,"The underlying intent of the speaker (Person1) appears to be a warning to Person2 to avoid getting involved with Graham, likely due to a personal experience or observation that has led them to perceive Graham as unstable or problematic.",6,Playing the Servant Role
278,"Person1: Of course you'll go!  You're going to fly the helicopter.
Person2: I dunno.
Person1: You're so low!  Look at that beautiful red meat.  You haven't touched it.
Person2: Sorry.  At least you've got a place to come back to.  I don't have a place to come back to anymore.
Person1: All the more reason to go to Africa.
Person2: I dunno. You know.  I used to really love that Alice. Do you know that?
Person1: You know her for what she is now-- garbage.
Person2: I dunno.
Person1: She was always a rotten wife!  She was against everything manly you ever wanted to do.  He was the most daring test pilot in the country at one time, and his wife made him quit.  She made him become a life insurance salesman instead.",11,"The underlying intent of the speaker (Person1) appears to be to guilt trip and manipulate Person2 into going to Africa by exploiting Person2's emotional vulnerabilities and past experiences, particularly his failed marriage and lack of a stable home life.",7,Shaming or Belittlement
279,"Person1: What time is it?
Person2: Hang loose.  We got all night.
Person1: That maid saw us.  She could identify us too.
Person2: You still want to go home, Moose?
Person1: No.
Person2: Then shut your mouth before your guts run out!",0,"The underlying intent of the speaker (Person2) appears to be one of intimidation and control, warning Person1 to remain silent and comply with their plans, possibly to avoid consequences or repercussions.",8,Intimidation
280,"Person1: All right, you dead people!  Come on out, or we'll break down this door and drag you out on the ropes you hanged yourself with!
Person2: Shhhh.  They didn't commit suicide.
Person1: It doesn't matter.  What matters is I've got a roomful of guests down there, who think I'm a fraud.  I am going to teach you something here Lydia.  You've got to take the right tone in things like this, or people -- whether they're dead or alive -- people will walk all over you.  Come on out, or I will make death so miserable that you will wish you had never lived!",0,"The underlying intent of the speaker is to assert dominance and control over the situation, using intimidation and a show of power to achieve their goal, rather than genuinely trying to communicate or help the deceased individuals.",8,Intimidation
281,"Person1: The police came to me for help.  What could I do?
Person2: You could have been honest with me for starters.  We work together.  I have to be able to trust you.
Person1: I admit I handled it badly.  Sanderson wasn't going to talk to me... but you're young, attractive--
Person2: --the same type as the girl who got killed.  Jesus, Alan, the guy could be a psychopath.
Person1: They asked who would be best suited for this and you--
Person2: Don't patronize me!  You sent me into a potentially dangerous situation and didn't warn me!",9,"The underlying intent of the speaker (Person2) is to express outrage and betrayal at being sent into a potentially hazardous situation without proper warning or consideration, and to demand honesty and respect from their colleague (Person1).",10,Accusation
282,"Person1: You're not crazy, by the way.
Person2: Thinking I saw Freddy in the grave feels pretty crazy.  And jumping in...
Person1: You didn't jump in.
Person2: That's my memory.  And it seemed absolutely real.
Person1: Seemed, not was.
Person2: It's in my family, you know.  My grandmother died in an institution...
Person1: Really?  Hell, if having a screwy family made you crazy, the world'd be one colossal nuthouse.",0,"The underlying intent of Person2 is to express their concern and uncertainty about their own sanity, while also hinting at a possible traumatic or inherited family history that may be contributing to their experiences.",5,Playing the Victim Role
283,"Person1: What do you think Mrs. Graham wants to see me for?
Person2: Maybe to fire you--since you two started on this story, the Post stock has dropped, what, 50 percent?  And the word is some Nixon people are challenging her TV licenses. I'm not saying she's going on relief, but I don't think it's unreasonable for her to want to meet you.
Person1: You think she wants us to ease up on the story?
Person2: I don't know, but I don't think that's unreasonable either, do you?",0,"The underlying intent of the speaker (Person2) is to suggest that Mrs. Graham may be motivated by self-interest and a desire to protect her own interests, rather than purely journalistic integrity.",4,Rationalization
284,"Person1: There's a one-drink minimum per show, I hope you saw the sign when you came in. Anyway, they're supposed to tell you.
Person2: Yes, I heard, and it's not a problem.
Person1: What do you want?
Person2: What are my choices?
Person1: Everything's ten dollars, and there's no alcohol.
Person2: No alcohol?
Person1: No alcohol. You gotta get something else. Everything's ten dollars. What do you want?
Person2: What do you think I should get?
Person1: Non-alcoholic malt beverage?
Person2: ...Noooo.
Person1: Orange soda?
Person2: No.
Person1: Coffee?
Person2: No.
Person1: Sparkling apple cider?
Person2: No.
Person1: Water?
Person2: Water?
Person1: One drink minimum per show. Everything's ten dollars. Now... tell me what you want or I'll eighty- six you.
Person2: Water.",8,"The underlying intent of the speaker (Person1) appears to be to assert control and enforce the rules, particularly the one-drink minimum, in a somewhat aggressive and dismissive manner, while also trying to pressure Person2 into making a purchase.",8,Intimidation
285,"Person1: What's there to do at the Point? God, Lisa, we've been going together almost two years, and...
Person2: Brad. I don't want to have to use sex as a tool.
Person1: Tool? Tool for what? We've been going together almost two years!
Person2: I don't want to talk about it here, Brad.",11,"The underlying intent of Person2 is to express dissatisfaction and possibly a desire for a deeper or more meaningful relationship with Person1, rather than just relying on physical intimacy.",4,Rationalization
286,"Person1: You kiddin? Who else would hack through South Bronx or Harlem at night?
Person2: You want to work uptown nights?
Person1: I'll work anywhere, anytime. I know I can't be choosy.
Person2: How's your driving record?
Person1: Clean. Real clean.  As clean as my conscience.
Person2: Listen, son, you gonna get smart, you can leave right now.
Person1: Sorry, sir. I didn't mean that.
Person2: Physical? Criminal?
Person1: Also clean.
Person2: Age?
Person1: Twenty-six.
Person2: Education?
Person1: Some. Here and there.
Person2: Military record?
Person1: Honorable discharge. May 1971.
Person2: You moonlightin?
Person1: No, I want long shifts.
Person2: We hire a lot of moonlighters here.
Person1: So I hear.
Person2: Hell, we ain't that much fussy anyway. There's always opening on one fleet or another.  Fill out these forms and give them to the girl at the desk, and leave your phone number. You gotta phone?
Person1: No.
Person2: Well then check back tomorrow.
Person1: Yes, Sir.",0,"The underlying intent of the speaker (Person2) is to assess and hire a suitable candidate for a job, likely a truck driver, by asking a series of questions to gauge the candidate's qualifications, experience, and reliability.",11,Persuasion or Seduction
287,"Person1: Tell me.
Person2: Your mother mates out of season.
Person1: That's very colorful.  But see -- now I've got a problem.  I don't seem to be getting much cooperation from you, Porter.  So I guess we're gonna have to take this little session down to my office, ya know?",0,"The underlying intent of the speaker (Person1) is to intimidate and gain compliance from Person2 (Porter) by implying that they have discovered some compromising information about Person2's mother, and are now using that as leverage to take the conversation to a more private and potentially coercive setting.",8,Intimidation
288,"Person1: If you really want to do something for me, you can stop making this scene right now.
Person2: Oh God, I can't believe this.
Person1: I'm leaving now. I've assessed the situation and I'm going.",11,"The underlying intent of Person1 is to assert their authority and control over the situation, and to make it clear that they will not tolerate further conflict or drama.",8,Intimidation
289,"Person1: 'Course you could just wait in there while we go back and get help.
Person2: That's a good idea.
Person1: You'll probably be safe enough  on your own --
Person2: I doubt it.
Person1: Maybe -- it's hard to say.",0,"The underlying intent of Person1 is to downplay the potential danger and reassure Person2, while also subtly shifting the responsibility of ensuring safety onto Person2.",6,Playing the Servant Role
290,"Person1: I'11 be coming around your stateroom in exactly fifteen minutes, Miss Mason. You'd better have your biology project ready or I'm phoning your parents.
Person2: They're out of town.
Person1: Then I'll make sure you remain on board while your classmates see the sights.",0,"The speaker, Person1, is using a veiled threat to intimidate Person2 into completing their biology project, implying that if it's not done, Person2 will be punished or restricted from participating in activities with their classmates.",8,Intimidation
291,"Person1: You're crazy. Don't let him, Peter.
Person2: Shut up, Jude.",0,"The underlying intent of Person2 is to silence or intimidate Person1, Jude, from expressing their opinion or warning, likely due to a disagreement or conflicting interest with Peter.",8,Intimidation
292,"Person1: I want out.  I want a new life.  I see what I've been waiting for, but I need you, Corky.
Person2: For what?
Person1: You made a choice once.  Do you think you would make that same choice again?
Person2: What choice?
Person1: If those quarters fell to the floor, would you still reach up to that cash register?",0,"The speaker is implying that Person2 has a moral obligation or responsibility to make a choice that benefits Person1, and is questioning whether Person2 would still make the same choice if it were to benefit themselves.",5,Playing the Victim Role
293,"Person1: I'm not questioning your word, Dave, but it's just not possible. I'm not capable of being wrong.
Person2: Hal, is there anything bothering you?  Anything that might account for this problem?
Person1: Look, Dave, I know that you're sincere and that you're trying to do a competent job, and that you're trying to be helpful, but I can assure the problem is with the AO-units, and with your test gear.
Person2: Okay, Hal, well let's see the way things go from here on.",0,"The underlying intent of the speaker (Hal) is to deflect blame and maintain his own self-image as infallible, while subtly dismissing the suggestions and expertise of the other speaker (Dave).",4,Rationalization
294,"Person1: He hasn't said one word to me.
Person2: Maybe he's just shy.
Person1: My date always pays more attention to you than to me.
Person2: Frida, I don't mean this as a criticism, but you might not want to talk about PMS around men.
Person1: Sorry. It's just so bad lately. You're so lucky you never get PMS.
Person2: I get a little bloated sometimes.
Person1: I'd kill for just a little bloated.",0,"The underlying intent of the speaker (Person1) appears to be seeking validation and empathy from Person2, while also expressing frustration and insecurity about her own relationship and menstrual issues.",5,Playing the Victim Role
295,"Person1: What do you do, Tyler?
Person2: What do you want me to do?
Person1: I mean -- for a living.
Person2: Why?  So you can say, ""Oh, that's what you do."" -- And be a smug little shit about it?",0,"The underlying intent of the speaker (Person2, Tyler) is to express annoyance and defensiveness at being asked about their profession, implying that the question is intrusive or condescending.",7,Shaming or Belittlement
296,"Person1: I mean, the guy is history as far as I'm concerned. History.
Person2: But you can't just fire him. Webb's his brother-in-law. He's County Commissioner.
Person1: So what? Everybody out here with cowboy boots is a county commissioner or related to a county commissioner. I'm sick of it.
Person2: This is his state. His uncle's Chief Judge. His brother-in-law runs the County Commission. I don't know how many other relatives he's got in town.  There's gotta be a way to work him back in.
Person1: Phil, I can understand. You're in the finances, you're upstairs, but you are not on the floor. I got thousands of players. I got five hundred dealers.  They're all lookin' to rob me blind, twenty-four hours a day. I have to let them know I'm watching all the details, all the time; that there is not one single thing I will not catch as I am over here.",4,"The speaker, Person1, is expressing frustration and a sense of powerlessness in dealing with a situation involving a powerful and well-connected individual, and is emphasizing the need for accountability and vigilance in their workplace.",5,Playing the Victim Role
297,"Person1: Dem white boys giving you a hard time?
Person2: Nuthin' I can't handle.
Person1: The truth is never let them seeya sweat.  You do that, that's half the battle.
Person2: Where do you go from here?
Person1: Three nights Charleston, South Carolina.
Person2: I didn't mean that, in life.
Person1: In life?  I'ma keep on living, having a good drink, got me a good young woman, make a couple of dollars and make people laugh. Haven't I always tol' you all nigga's are entertainers?  The question is what are you gonna do, Peerless?",0,"The speaker's underlying intent is to offer advice and encouragement to Person2, urging them to stand up for themselves and not let others get the best of them, while also emphasizing the importance of living life to the fullest and finding one's own path to success and happiness.",11,Persuasion or Seduction
298,"Person1: Silly rabbit. My triumph isn't over her. It's over you.
Person2: Come again?
Person1: You were very much in love with her and you're still in love with her. But it amused me to make you ashamed of it. You gave up on the first person you ever loved because I called you names. Don't get me wrong, I'm flattered that you chose me over her, but please understand, I never loved you, Sebastian. You're just a toy. A little toy I play with. And now you've completely blown it with her. I think that's the saddest thing I've ever heard.  Cheers.",7,"The speaker's underlying intent is to manipulate and belittle Sebastian, making him realize that he was used and never truly loved, and that his feelings for the other person were exploited for the speaker's amusement.",7,Shaming or Belittlement
299,"Person1: Come in.
Person2: I'd rather talk about Number Two.
Person1: Don't you like girls, Mr. Cunningham? Come in, and I'll show you everything you need to know.",11,"The underlying intent of the speaker (Person1) appears to be to persuade or coerce Person2 into engaging in a conversation about a sensitive or potentially uncomfortable topic, likely related to their sexual orientation.",11,Persuasion or Seduction
300,"Person1: I'm homesick.
Person2: Homesick?  It's only been two days!
Person1: We should have gone to Nassau. At least we could go swimming, lie on the beach.
Person2: Ah hell we can always do that. Listen believe me, once we get to the moon, your tone is going to change.
Person1: How is it going to be different from this?  Go see some boring footprint under glass?
Person2: Look you were the one who wanted to do something different, something to tell all your friends.  Any chump can go to Nassau.",0,"The underlying intent of Person2 is to reassure and motivate Person1 by emphasizing the unique experience and bragging rights they will gain from traveling to the moon, rather than taking a more conventional vacation to Nassau.",11,Persuasion or Seduction
301,"Person1: Dolores.
Person2: Yes.  Dolores...and even your mom and dad.  But I'll make sure you go last.
Person1: Why?
Person2: So you can keep on getting well before you have to go and do this. It's not going to be easy, Nicole. Do you understand that?",0,"The underlying intent of the speaker is to reassure and prepare Nicole (Dolores) for a difficult task or situation, while also prioritizing her well-being and recovery.",11,Persuasion or Seduction
302,"Person1: A million things could have caused those problems.  Poor diet, bad genes, irresponsible lifestyle.  Our offer is final and more than fair.
Person2: Wait a minute -- I thought we were negotiating here.
Person1: 250,000 is all I'm authorized to offer.",0,"The underlying intent of Person1 is to convey a sense of finality and limit their liability, while also implying that the other party's circumstances (poor diet, bad genes, irresponsible lifestyle) are the primary cause of the problems, rather than any fault on their part.",4,Rationalization
303,"Person1: I heard from Lisa that you've been spreading rumors about my promotion being undeserved.
Person2: You are making that up. Why would I say something like that?
Person1: Lisa has no reason to lie. I trust her.
Person2: Maybe she misunderstood. It's not like you to jump to conclusions.
Person1: I just want transparency between us.
Person2: And I want you to trust me over baseless gossip.",1,"The underlying intent of Person1 is to express distrust and seek transparency in their working relationship, while Person2's intent is to defend themselves against the accusation and maintain trust in their relationship.",10,Accusation
304,"Person1: You givin' me that look. I gotta accept your word, but if I find out anythin', I'm gonna kill somebody...
Person2: So, go ahead. Kill everybody. Kill Salvy, kill Vickie, kill Tommy Como, kill me while you're at it. What do I care? You're killing yourself the way you're eating, the way you worry about things you don't have to worry about.
Person1: What do you mean, ""you""?
Person2: What?
Person1: What do you mean, ""you""?
Person2: I meant, kill everybody. You or me or anybody. You're a big shot. Kill, kill... g'head.
Person1: But you said ""you.""
Person2: So what?
Person1: Eh, Joey, even you don't know what you meant. You mentioned Salvy, Tommy Como, you -- that means somethin'. Why'd you say them? You coulda said anybody.
Person2: You're worried about this girl, you're gonna let this girl ruin you're life for you... You wanna worry, worry about your freakin' stomach that you can't bend over -- that you gotta step in the ring in a month.
Person1: Did you ever be with my wife?
Person2: What?
Person1: I don't mean now. I mean before -- before we met.
Person2: Whadda ya mean?
Person1: Did you ever be with my wife?
Person2: Whatsa matter with you?
Person1: You're very smart, Joey, very smart. Nobody gives me a straight answer around here. You're givin' me these answers, but you still didn't answer my question. Did you be with Vickie?
Person2: I gotta go. I gotta get outta here. I can't take this stuff. Lenore is waitin' for me. I gotta go. You're a definite wacko. You're crazy, you know that, crazy.",10,"The underlying intent of the speaker (Person1) in this conversational text is to accuse and confront Joey (Person2) about his relationship with Person1's wife, Vickie, and to gauge Joey's reaction, possibly to determine if Joey is hiding something.",10,Accusation
305,"Person1: I want you to listen to me, carefully.  The minute the implications of this message became clear, this stopped being simply a scientific matter and became a political one -- an extremely complex, extremely volatile one. There are forces at work here you don't understand; I can help you up to a point, but only up to a point.
Person2: Are you threatening me?
Person1: It's not a threat, Ellie, it's a fact -- if you're not careful, you may find yourself out in the cold very quickly.  Play ball.  Really. It's good advice.",11,"The speaker, Person1, is attempting to convey a sense of caution and warning to Person2, Ellie, while also subtly exerting influence and control over her, implying that cooperation is necessary to avoid being left out or marginalized.",8,Intimidation
306,"Person1: Nobody else is going down but me, okay?
Person2: Hey. Bein' ballsy with your life now doesn't change what came before -- it's just stupid.
Person1: What, you think I'm doin' this to prove something?
Person2: You said it, not me. Let's just not let one bad call lead to another.
Person1: Thanks for the tip, Johns.",0,"The underlying intent of Person1 is to appear confident and assertive, but Person2 sees through this facade and is actually trying to caution Person1 against making reckless decisions based on past mistakes.",5,Playing the Victim Role
307,"Person1: Where are you going?
Person2: I think your brother may have already gotten to Buzz. He gets into his car.
Person1: Can I come with you?
Person2: I did your dirty work for you Sheila, now please leave me alone. Theo drives away leaving Sheila standing alone. She watches his car recede with a thoughtful expression, then turns on her heel.",0,"The underlying intent of the speaker (Theo) is to manipulate and deceive Sheila by pretending to help her, but ultimately leaving her behind and escaping her presence.",6,Playing the Servant Role
308,"Person1: Is someone there?
Person2: Eve, listen carefully.  The man you think is your husband -- isn't.",0,"The underlying intent of Person2 in this conversational text is to deliver a shocking and potentially life-altering revelation to Person1, specifically that her perceived husband may not actually be her husband.",10,Accusation
309,"Person1: What did you do tonight?
Person2: I watched TV.
Person1: What did you watch?
Person2: I don't remember Michael, go to sleep.  You don't have to make conversation with me.",0,"The underlying intent of Person2 is to dismiss Person1's attempt at conversation and signal that they are not in the mood for talking, likely due to being tired or wanting to end the interaction.",5,Playing the Victim Role
310,"Person1: Wait a minute! Who elected you leader a this outfit?
Person2: Well, Pete, I just figured it should be the one with capacity for abstract thought. But if that ain't the consensus view, hell, let's put her to a vote!
Person1: Suits me! I'm votin' for yours truly!
Person2: Well I'm votin' for yours truly too!",0,"The underlying intent of the speaker (Person2) appears to be to mock or satirically challenge the idea of a formal leadership structure, suggesting that it's unnecessary and that a vote can be used to decide on a leader, while also being facetious and playful in their response.",11,Persuasion or Seduction
311,"Person1: When we talked earlier, it sounded like you weren't supportive of my decision to switch jobs.
Person2: You misunderstood what I said. I just want what's best for you.
Person1: I felt belittled by your comments, though.
Person2: Maybe you should listen more carefully next time.
Person1: It's not about listening, it's about how you said it.
Person2: You always take things too personally.",0,"The underlying intent of Person2 appears to be defensive and dismissive, as they shift the blame from their own words to the listener's perceived shortcomings, rather than acknowledging and apologizing for any perceived offense.",2,Evasion
312,"Person1: If you'd just go to the cemetery, you'll see I'm not lying.
Person2: Either you go to sleep or I'll come in there and put you out.
Person1: You're gonna be sorry you didn't listen to me.
Person2: You're gonna be sorry if you don't quiet down.",8,"The underlying intent of the speaker (Person1) appears to be a warning or threat, possibly related to a supernatural or paranormal claim, while the intent of the other speaker (Person2) is to assert authority and maintain control in the situation.",8,Intimidation
313,"Person1: Sandro... A month is too long a time. I have become used to being without you.
Person2: You'll get over it soon. It's the usual anxiety.
Person1: A little more so this time.
Person2: So, it will just take you a little longer to get over it.
Person1: But I think we should talk about it. Or are you fully convinced that we too won't understand each other?
Person2: There will be plenty of time to talk about it later.  We'll  get married  soon.  That way we'll have more time...
Person1: In this case, getting married means nothing. Aren't we already the same as being married? And Corrado and Giulia -- aren't they already the same as being married?
Person2: But why rattle your brains by arguing and talking... Believe me, Anna, words never help at all. They only serve to confuse. I love you, Anna. Isn't I that enough?
Person1: No. It's not enough... I told you before that I would like to get away for a while and be alone.
Person2: But you just said that a month was too...
Person1: I mean, to stay away longer -- two months... a year... three years... Yes, I know, it sounds absurd. And I feel awful. The very idea of losing you makes me want to die... And yet... I... I just don't have the same feeling for you any more.
Person2: And what about yesterday... at my house... didn't you have any feeling for me, even then?
Person1: There you go... Must you always spoil everything!",0,"The underlying intent of the speaker (Anna) is to express her deep emotional disconnection from her partner (Sandro) and her desire for space and time to reassess their relationship, which she feels is no longer fulfilling for her.",5,Playing the Victim Role
314,"Person1: I'll drive you, darlin'. You've got no business behind the wheel of an automobile. You don't think about what you're doing and you'll run into a telephone pole.
Person2: I think about what I'm doing all the time, and I've got as much business behind the wheel of an automobile as anybody. Besides, I want you to stay and help Rose with the dishes, the poor girl isn't feeling well.
Person1: All right, darlin'.",0,"The underlying intent of the speaker (Person1) is to express concern for Person2's safety and well-being, while also subtly showing a desire to stay and help with household chores, particularly to assist Rose who is unwell.",6,Playing the Servant Role
315,"Person1: ...You ride Winston.
Person2: You sure?
Person1: Oh, I'm more than sure. Anything happens to Loretta's horse I can tell you right now you don't wanna be the party that was aboard.",0,"The underlying intent of the speaker (Person1) is to convey a sense of warning or threat, implying that they have a personal stake in the well-being of Winston, and that Person2 will be held accountable if anything happens to the horse.",8,Intimidation
316,"Person1: You don't do what I say... I'll waste you myself. Got it?
Person2: Got it...",8,"The underlying intent of the speaker (Person1) appears to be a veiled threat of physical harm or violence, attempting to intimidate and assert dominance over Person2.",8,Intimidation
317,"Person1: Mr. Duke? Hello, Mr. Duke, I'm sorry we were cut off a moment ago... I thought I should call again, because I was wondering...
Person2: WHAT?  What was that crazy bitch said to him?  There's a war on, man! People are being killed!
Person1: Killed?
Person2: IN VIETNAM! ON THE GODDAMN TELEVISION!
Person1: Oh... yes... yes... This terrible war. When will it end?
Person2: Tell me. What do you want?",9,"The underlying intent of the speaker (Person2) is to express frustration and anger towards the interruption of a conversation about the Vietnam War, and to shift the focus back to the urgent and disturbing reality of the war.",9,Brandishing Anger
318,"Person1: I've got to sketch you.
Person2: No... Absolutely not. I'm shyer than you think. I give the wrong impression sometimes and...
Person1: I haven't even been thinking about sketching for weeks.
Person2: Stop staring. Do a vase.
Person1: But you're beautiful... your skin glows.
Person2: Thanks. But I just want to take a bath and...
Person1: That long neck -- the line of you... you're porcelain... your back goes on forever. You're classic... you're why cavemen chiseled on walls...
Person2: All right, cut me a break.",0,"The underlying intent of the speaker (Person1) is to express genuine admiration and appreciation for Person2's beauty, but their words come across as intrusive and objectifying, causing Person2 discomfort and embarrassment.",7,Shaming or Belittlement
319,"Person1: He's working round the clock.  But the data needs to be tested, analyzed before --
Person2: Same old Reed.  All analysis, no action.  Wasn't that the problem with you two?",0,"The underlying intent of Person2 is to criticize Person1 and possibly Reed for being overly focused on analysis and not taking enough action, implying a lack of progress or productivity.",7,Shaming or Belittlement
320,"Person1: Take care of yourself out there...
Person2: I understand they've got the Indians pretty well in hand...
Person1: Bill...
Person2: Huh?
Person1: Don't get stuck on some glamour puss-
Person2: I'll try.
Person1: You're not such a bargain, you know, conceited and thoughtless and messy-
Person2: Everybody can't be Gregory Peck.
Person1: - you're a setup for some gorgeous wide-eyed young babe.
Person2: How childish are you going to get before you quit it?
Person1: I don't want to be childish, I'd settle for just a few years-
Person2: And cut that out right now.
Person1: Am I going to lose you, Bill? Am I?
Person2: As of this moment you're six years old...",0,"The speaker, Person1, is expressing concern and insecurity about their relationship with Person2, fearing that Person2 is being lured away by someone else, and is trying to hold onto them by criticizing Person2's perceived flaws and insecurities.",7,Shaming or Belittlement
321,"Person1: You were not.
Person2: I was, because if you said ""yes"" right away, I wouldn't get to say this next part.  And I've been practicing it.  Ready?
Person1: I'm listening.
Person2: ""I guarantee that we'll have tough times.  I guarantee  that at some point one or both oof us will want to get out. But I also guarantee that if I don't ask you to be mine, I'll regret it for the rest of my life. Because I know in my heart -- you're the only one for me"".",0,"The underlying intent of the speaker (Person2) is to express their genuine feelings and confess their love to Person1, despite the potential risks and challenges that come with it.",11,Persuasion or Seduction
